index,ID,fraud_flag
0,64707,3.0205290574886702e-05
1,63919,3.250943978593017e-05
2,15664,0.0006149599086598684
3,6626,0.01747635063750741
4,26766,0.06259732389856287
5,2055,0.014661508870409916
6,80703,7.669424792776277e-05
7,45482,0.40173944141829304
8,91264,0.0001844107758641921
9,1049,0.0012286616415843696
10,67644,0.016790944143261245
11,17283,0.0006297825885861374
12,111047,0.03439707277293323
13,6283,0.001055762818885605
14,10932,0.000689655172413793
15,6866,0.0011550067539578873
16,32797,0.01661415114997087
17,87632,0.0133954782727136
18,20830,0.0008968494733287876
19,70988,0.0008920952022776507
20,2589,0.0010267079494052035
21,76471,0.0133954782727136
22,57026,0.021311842367457104
23,34068,0.01661415114997087
24,110099,4.593913148513592e-05
25,44409,3.169344797763951e-05
26,98424,0.05819788378382008
27,100327,0.0007464799578949827
28,85449,0.035628594165903464
29,105123,0.009833711699137236
30,115595,0.002583333333333333
31,34762,0.005763217599948664
32,30440,0.01661415114997087
33,395,0.001605091955576688
34,34667,0.1284426055331567
35,87615,0.00804072556632293
36,43712,0.00012822896019343806
37,17074,0.014122006827930593
38,68564,0.022372571946898817
39,91813,0.024506358794419175
40,62080,0.00019363886857011518
41,12050,1.9886341174942358e-05
42,63426,5.8233971833437966e-05
43,93726,0.0014632080799132819
44,21287,0.1004215258071131
45,25800,0.000520852269109049
46,33442,0.008473467700341433
47,46493,0.014671116056746383
48,105529,0.00804072556632293
49,25747,0.0002883844900716866
50,105901,8.436080434562918e-05
51,53369,0.002009965393532892
52,80105,0.0006166849103074703
53,93931,0.020679570639892633
54,106790,0.26276866357107165
55,17416,0.003436488703879517
56,105290,0.0015030006724594386
57,58133,0.0005160423965857527
58,81540,0.017598883880186832
59,23236,2.1723643133675705e-05
60,62711,0.00028896628918402393
61,20999,0.02721300474551843
62,103783,0.00033519223751915327
63,17545,0.02120581415400931
64,91278,0.00804072556632293
65,16821,0.02382465460972627
66,47115,0.000520852269109049
67,101433,0.04736300729478335
68,64042,5.8233971833437966e-05
69,2158,0.1550485203108006
70,44272,0.006281797362980819
71,88331,7.669424792776277e-05
72,6698,0.0007494584124241092
73,69531,7.669424792776277e-05
74,30625,0.06259732389856287
75,11877,0.0002788478360520632
76,52353,0.0057721422331781895
77,31005,0.021952472668940876
78,101230,0.020070004184978764
79,60853,0.0
80,56734,0.5093192781168994
81,53707,0.045080366732014605
82,50265,0.0019118259704297307
83,72607,0.08277224771023256
84,49053,0.000943829258972052
85,36071,0.002009965393532892
86,40741,0.008770796648139189
87,56960,0.04407728204213049
88,53425,4.080580845691117e-05
89,81012,6.7674744083527e-05
90,103397,0.0005237541804111634
91,115241,0.01661415114997087
92,16477,3.3875338753387534e-05
93,106300,0.04248940125675221
94,778,0.00030712051072194426
95,54111,9.687042876413955e-05
96,43160,3.9556964094398463e-05
97,13312,0.0018030786444268405
98,40729,0.0017778106860308804
99,29282,0.01661415114997087
100,2486,0.05129228135677048
101,81324,4.7529218864886404e-05
102,75361,0.006787388563215312
103,83557,0.004934873521011832
104,78430,0.0007920563414716332
105,58733,0.01661415114997087
106,4100,0.0008277392572783271
107,89993,0.016790944143261245
108,85173,0.0133954782727136
109,100381,0.09881820769390882
110,19324,0.0133954782727136
111,71719,7.669424792776277e-05
112,89961,0.00011837984096661503
113,87549,7.855713913491628e-05
114,82988,0.0008109224274041118
115,22403,0.00537709965836037
116,51891,0.0008373159915411461
117,45978,0.012047551060486574
118,20555,0.02931729377611648
119,55970,0.035628594165903464
120,47319,0.0073659825866358745
121,74241,0.6956178794283748
122,103281,0.002009965393532892
123,108240,0.002083293505018372
124,61359,0.0004782234418786965
125,71663,0.007484241888786796
126,89413,0.045160862592021934
127,39662,0.014455806635058552
128,112982,0.0006365487032874529
129,56650,0.0621362440929743
130,8849,0.0017954035934515306
131,12567,0.0003348436657115718
132,73998,0.00804072556632293
133,1712,0.001055762818885605
134,112407,0.00027534377102097726
135,15075,0.004888919302137531
136,101430,0.00015935699301794284
137,79990,6.556048994264359e-05
138,52886,0.00032753350275669356
139,87463,0.045160862592021934
140,61955,0.020616378192750955
141,30263,7.118434319845021e-05
142,85593,8.564508364509466e-05
143,103216,0.054762738970806045
144,39612,0.004280851275550327
145,44407,6.576257387693923e-05
146,98760,7.236208178544988e-05
147,17265,0.039607304645131555
148,106871,0.004802323699746232
149,83690,0.007484241888786796
150,107039,0.0016853925202721556
151,57715,0.00019184214200389032
152,41191,0.0008774913359215512
153,101274,0.0004497047504810674
154,85340,0.00029204392688239296
155,42354,0.0019841612239883
156,36079,0.0018970346669158213
157,71215,5.376799925868821e-05
158,39362,0.0011559147227145833
159,5693,0.002184065207694375
160,78375,0.009545808594755307
161,61534,0.0002663381216379118
162,67488,5.0571755512325994e-05
163,15561,0.0006149599086598684
164,16157,0.002462315192885316
